symbol,RSI,SMA,MACD,Signal,Histogram,ATR,OBV,EMA,target,Timp început
SHIBUSDC,22.064382235416584,2.14625e-05,-3.236817484674193e-07,-1.9752132201051394e-07,-1.2616042645690537e-07,4.213452840659012e-07,-67945531100.0,2.0946856839602995e-05,2.034e-05,2023-05-15 05:00:00
SHIBUSDC,20.65718614711233,2.13795e-05,-3.686042648376271e-07,-2.3173791057593658e-07,-1.368663542616905e-07,4.1979222772038e-07,-81086905729.0,2.07994854716824e-05,2.021e-05,2023-05-15 06:00:00
SHIBUSDC,32.43673705022232,2.131e-05,-3.732745638189814e-07,-2.600452412245455e-07,-1.1322932259443587e-07,4.060015252456588e-07,-70662757135.0,2.074758837734592e-05,2.054e-05,2023-05-15 07:00:00
SHIBUSDC,31.82006685683012,2.12395e-05,-3.7587067198022484e-07,-2.832103273756814e-07,-9.266034460454336e-08,4.447551737261114e-07,-101397989332.0,2.0698070701876737e-05,2.05e-05,2023-05-15 08:00:00
SHIBUSDC,36.68147971587496,2.11805e-05,-3.616554214287175e-07,-2.988993461862886e-07,-6.275607524242889e-08,4.284627490073628e-07,-88078893778.0,2.068845656150139e-05,2.065e-05,2023-05-15 09:00:00
SHIBUSDC,35.94543683602193,2.11195e-05,-3.495875707524215e-07,-3.090369910995152e-07,-4.0550579652906295e-08,4.343670911054565e-07,-93298866609.0,2.0672765249201112e-05,2.061e-05,2023-05-15 10:00:00
SHIBUSDC,31.97271372814474,2.1052e-05,-3.544963763963227e-07,-3.181288681588767e-07,-3.63675082374459e-08,4.39115081784868e-07,-98646031990.0,2.061421219936089e-05,2.038e-05,2023-05-15 11:00:00
SHIBUSDC,32.66956928312005,2.0994e-05,-3.52707020403411e-07,-3.250444986077837e-07,-2.766252179562732e-08,4.34842502304775e-07,-91685572131.0,2.0571369759488717e-05,2.04e-05,2023-05-15 12:00:00
SHIBUSDC,34.12304511524605,2.0937e-05,-3.4409476690008906e-07,-3.288545522662447e-07,-1.524021463384434e-08,4.207720571036602e-07,-90122049690.0,2.054509580759097e-05,2.044e-05,2023-05-15 13:00:00
SHIBUSDC,49.85940715504,2.08785e-05,-2.90349043877259e-07,-3.211534505884476e-07,3.0804406711188595e-08,4.365910517068158e-07,-86347971319.0,2.0632076646072777e-05,2.098e-05,2023-05-15 14:00:00
SHIBUSDC,53.20341413081179,2.08295e-05,-2.329659384448177e-07,-3.0351594815972164e-07,7.055000971490396e-08,4.274631823320132e-07,-82734757968.0,2.0731661316858224e-05,2.113e-05,2023-05-15 15:00:00
SHIBUSDC,56.14332949630831,2.0803e-05,-1.741846913003719e-07,-2.776496967878517e-07,1.0346500548747985e-07,4.110730003672209e-07,-75339847533.0,2.083932905348658e-05,2.127e-05,2023-05-15 16:00:00
SHIBUSDC,55.873318301221055,2.0797e-05,-1.2694371771084157e-07,-2.475085009724497e-07,1.2056478326160814e-07,3.915527069113555e-07,-76408743832.0,2.0923463242789264e-05,2.126e-05,2023-05-15 17:00:00
SHIBUSDC,54.73928092226524,2.07855e-05,-9.167579005282686e-08,-2.1634195878852518e-07,1.246661687356983e-07,3.7488802682297867e-07,-80704524244.0,2.0982770594231414e-05,2.122e-05,2023-05-15 18:00:00
SHIBUSDC,58.1681136924495,2.07905e-05,-5.103367248540682e-08,-1.832803015279015e-07,1.322466290424947e-07,3.543959226165921e-07,-77906482280.0,2.106021647538513e-05,2.137e-05,2023-05-15 19:00:00
SHIBUSDC,59.05882822656584,2.0804e-05,-1.5419094078047215e-08,-1.4970806003793065e-07,1.3428896595988346e-07,3.382631340843084e-07,-76112540475.0,2.1130173180308103e-05,2.141e-05,2023-05-15 20:00:00
SHIBUSDC,58.0603091166812,2.0822e-05,1.0266619421485146e-08,-1.177131241460475e-07,1.2797974356753265e-07,3.2545299633552426e-07,-77155246704.0,2.1180138544246487e-05,2.138e-05,2023-05-15 21:00:00
SHIBUSDC,57.36399631697103,2.08435e-05,2.8678313822296873e-08,-8.843483655237865e-08,1.1711315037467553e-07,3.106953515682237e-07,-78708997925.0,2.121611083539719e-05,2.136e-05,2023-05-15 22:00:00
SHIBUSDC,60.19177381301699,2.08775e-05,5.155154090188133e-08,-6.043756106152664e-08,1.1198910196340799e-07,2.970032387426349e-07,-76141391832.0,2.1266888668317752e-05,2.147e-05,2023-05-15 23:00:00
SHIBUSDC,56.52169081222936,2.09145e-05,6.090747048387173e-08,-3.6168554752446976e-08,9.70760252363187e-08,2.950651015558695e-07,-77447054995.0,2.12875109346542e-05,2.137e-05,2023-05-16 00:00:00
SHIBUSDC,57.36162512996884,2.09675e-05,6.993667490869252e-08,-1.494750882021908e-08,8.488418372891159e-08,2.825042773280353e-07,-76166911229.0,2.131000874772336e-05,2.14e-05,2023-05-16 01:00:00
SHIBUSDC,55.8133983829858,2.1025e-05,7.302295558444884e-08,2.646584060714503e-09,7.037637152373434e-08,2.751520112759881e-07,-82548115943.0,2.1320006998178688e-05,2.136e-05,2023-05-16 02:00:00
SHIBUSDC,64.14981157261656,2.1082e-05,1.0013587684797338e-07,2.214444261816628e-08,7.79914342298071e-08,2.848212962238145e-07,-72593219673.0,2.1392005598542952e-05,2.168e-05,2023-05-16 03:00:00
SHIBUSDC,61.79566971444154,2.1138e-05,1.1545071969718909e-07,4.080569803397084e-08,7.464502166321822e-08,2.830419753360492e-07,-79076947733.0,2.1437604478834363e-05,2.162e-05,2023-05-16 04:00:00
SHIBUSDC,56.23917532561848,2.1179e-05,1.1416803851412953e-07,5.5478166130002586e-08,5.868987238412694e-08,2.835406350946164e-07,-82734717533.0,2.144408358306749e-05,2.147e-05,2023-05-16 05:00:00
SHIBUSDC,55.87844671718357,2.12215e-05,1.110643078035919e-07,6.659539446472045e-08,4.4468913338871454e-08,2.775549666443236e-07,-84812457457.0,2.144726686645399e-05,2.146e-05,2023-05-16 06:00:00
SHIBUSDC,59.76903121951938,2.12825e-05,1.1853501100412829e-07,7.698331777260204e-08,4.155169323152626e-08,2.719993990056864e-07,-75139839575.0,2.1477813493163197e-05,2.16e-05,2023-05-16 07:00:00
SHIBUSDC,60.571362512932254,2.1344e-05,1.2543046210421752e-07,8.667274663892513e-08,3.8757715465292384e-08,2.689914344135207e-07,-71293988598.0,2.1508250794530557e-05,2.163e-05,2023-05-16 08:00:00
SHIBUSDC,56.90488735554476,2.1399e-05,1.222239869022441e-07,9.378299469158893e-08,2.8440992210655172e-08,2.647673187008063e-07,-74342303225.0,2.1514600635624443e-05,2.154e-05,2023-05-16 09:00:00
SHIBUSDC,53.42240049895181,2.14225e-05,1.111394381040917e-07,9.725428337408949e-08,1.3885154730002188e-08,2.68005657750032e-07,-78207473019.0,2.150168050849956e-05,2.145e-05,2023-05-16 10:00:00
SHIBUSDC,58.57887530647799,2.1447e-05,1.1474966980805546e-07,1.0075336066088268e-07,1.3996309147172781e-08,2.624219236938173e-07,-70148429333.0,2.1525344406799647e-05,2.162e-05,2023-05-16 11:00:00
SHIBUSDC,59.98212697177577,2.1467e-05,1.202591143646308e-07,1.0465451140163232e-07,1.5604602962998493e-08,2.536601594121662e-07,-68634160619.0,2.155427552543972e-05,2.167e-05,2023-05-16 12:00:00
SHIBUSDC,56.28580535378126,2.1483e-05,1.1602566933785443e-07,1.0692874298887675e-07,9.096926348977682e-09,2.512514355211603e-07,-72151484138.0,2.1559420420351776e-05,2.158e-05,2023-05-16 13:00:00
SHIBUSDC,53.9010778291004,2.1498e-05,1.0660031304236748e-07,1.0686305699957489e-07,-2.6274395720742385e-10,2.525929079786223e-07,-75553708202.0,2.155153633628142e-05,2.152e-05,2023-05-16 14:00:00
SHIBUSDC,65.84782171773634,2.15285e-05,1.346961129471269e-07,1.1242966818908529e-07,2.2266444758041583e-08,2.402452764692912e-07,-67255784790.0,2.1637229069025134e-05,2.198e-05,2023-05-16 15:00:00
SHIBUSDC,57.78432335724671,2.15455e-05,1.3682591500416676e-07,1.173089175521016e-07,1.9516997452065168e-08,2.502424671674719e-07,-68611436732.0,2.1659783255220116e-05,2.175e-05,2023-05-16 16:00:00
SHIBUSDC,56.807168635199794,2.15625e-05,1.345421312596357e-07,1.2075556029360842e-07,1.3786570966027276e-08,2.430724942211951e-07,-71318089745.0,2.167182660417609e-05,2.172e-05,2023-05-16 17:00:00
SHIBUSDC,59.279087612993,2.15855e-05,1.3919680631723158e-07,1.2444380949833306e-07,1.4752996818898497e-08,2.3641601346224365e-07,-68905209786.0,2.1701461283340875e-05,2.182e-05,2023-05-16 18:00:00
SHIBUSDC,60.25882115819061,2.1605e-05,1.4444822630460752e-07,1.2844469285958796e-07,1.6003533445019562e-08,2.3166641685069187e-07,-65980842694.0,2.17331690266727e-05,2.186e-05,2023-05-16 19:00:00
